id,url,domain
14349,https://www.dailymail.co.uk/news/article-15324385/Labour-MPs-ignore-Reeves-plea-unity-ahead-Budget-mayhem-join-Greens-demanding-24bn-wealth-tax-despite-warnings-crash-economy.html,dailymail.co.uk
14350,https://www.dailymail.co.uk/galleries/article-15324379/12-US-states-lower-cost-living.html,dailymail.co.uk
14351,https://www.dailymail.co.uk/wires/pa/article-15324375/Surgeon-led-UK-s-successful-heart-transplant-operation-dies-aged-93.html,dailymail.co.uk
14352,https://www.dailymail.co.uk/wires/pa/article-15324373/Royal-Opera-House-commissions-new-stage-curtains-honour-King.html,dailymail.co.uk
14353,https://www.dailymail.co.uk/news/article-15324369/huge-fire-tears-warehouse-150-firefighters-rush-fight-blaze.html,dailymail.co.uk
14354,https://www.dailymail.co.uk/news/article-15324367/BBC-launches-hunt-Tim-Davie-replacement-Donald-Trump-misleading-edit.html,dailymail.co.uk
14355,https://www.dailymail.co.uk/wires/pa/article-15324361/HPV-vaccine-uptake-pre-Covid-level-despite-encouraging-rise-year.html,dailymail.co.uk
14356,https://www.dailymail.co.uk/wires/pa/article-15324359/NHS-grim-state-say-Scottish-Tories-latest-waiting-figures-released.html,dailymail.co.uk
14357,https://www.dailymail.co.uk/wires/aap/article-15324343/Lightning-end-dramatic-24-hours-loss-Townsville.html,dailymail.co.uk
14358,https://www.dailymail.co.uk/news/article-15324341/Heart-stopping-moment-driver-goes-wrong-way-M6.html,dailymail.co.uk
14359,https://www.dailymail.co.uk/sport/football/article-15324339/Rangers-recruitment-Thelwell-Stewart-appalling-Im-not-surprised-sacked-says-McCoist.html,dailymail.co.uk
14360,https://www.dailymail.co.uk/tvshowbiz/article-15324337/Kelly-Brooks-husband-Jeremy-Parisi-leads-arrivals-family-friends-jetting-Australia.html,dailymail.co.uk
14361,https://www.dailymail.co.uk/snapchat/article-15324329/Sabrina-Carpenter-looks-worlds-away-current-glam-image-throwback-snap-seven-years-ago.html,dailymail.co.uk
14362,https://www.dailymail.co.uk/wires/pa/article-15324327/Record-4-6bn-property-insurance-payouts-year-figures-show.html,dailymail.co.uk
14363,https://www.dailymail.co.uk/galleries/article-15324325/Wife-missing-high-school-football-coach-breaks-silence.html,dailymail.co.uk
14364,https://www.dailymail.co.uk/snapchat/article-15324317/Elon-Musk-leads-fury-lawmaker-freed-career-criminal-went-set-woman-alight.html,dailymail.co.uk
14365,https://www.dailymail.co.uk/wires/ap/article-15324309/Players-Era-headlines-list-Thanksgiving-week-offerings-college-basketball-slate.html,dailymail.co.uk
14366,https://www.dailymail.co.uk/wires/ap/article-15324311/Final-Four-feel-Las-Vegas-Top-teams-clash-womens-basketball.html,dailymail.co.uk
14367,https://www.dailymail.co.uk/wires/ap/article-15324307/Diego-Pavia-standing-tall-leading-No-12-Vanderbilt-historic-season.html,dailymail.co.uk
14368,https://www.dailymail.co.uk/wires/ap/article-15324305/How-Rebalance-Your-Portfolio-Lofty-Market.html,dailymail.co.uk
14369,https://www.dailymail.co.uk/wires/ap/article-15324303/Former-World-Cup-Champions-League-coach-ge-Hareide-treated-brain-cancer.html,dailymail.co.uk
14370,https://www.dailymail.co.uk/wires/pa/article-15324313/Bank-shares-rise-reports-spared-tax-hike-amid-growth-mission.html,dailymail.co.uk
14371,https://www.dailymail.co.uk/wires/ap/article-15324299/How-No-1-pick-Cooper-Flagg-handling-tough-start-rookie-season-Mavericks.html,dailymail.co.uk
14372,https://www.dailymail.co.uk/wires/ap/article-15324275/The-European-Union-proposes-deepening-defense-industry-ties-Ukraine.html,dailymail.co.uk
14373,https://www.dailymail.co.uk/sport/football/article-15324273/leyenda-Liverpool-critica-actuaciones-Mohamed-Salah-y-dice-como-su-hermano-hubiera-aparecido.html,dailymail.co.uk
14374,https://www.dailymail.co.uk/wires/ap/article-15324259/Vatican-answers-African-bishops-concerned-polygamy-document-praising-monogamous-marriage.html,dailymail.co.uk
14375,https://www.dailymail.co.uk/galleries/article-15324249/ICE-arrests-British-mother-holding-newborn-son-California.html,dailymail.co.uk
14376,https://www.dailymail.co.uk/wires/pa/article-15324243/Ofcom-boss-I-limit-use-social-media-amid-fears-online-abuse.html,dailymail.co.uk
14377,https://www.dailymail.co.uk/news/article-15324241/Traffic-warden-millionaire-pocketing-1m-loose-change-parking-meter-collections-period-years.html,dailymail.co.uk
14378,https://www.dailymail.co.uk/sport/cricket/article-15324239/Englands-oldest-surviving-cricketers-VIP-guests-150th-anniversary-Test-Australia.html,dailymail.co.uk
14379,https://www.dailymail.co.uk/sport/cricket/article-15323967/Robin-Smith-interview-England-Ashes-drinking-survival.html,dailymail.co.uk
14380,https://www.dailymail.co.uk/galleries/article-15324237/Michelle-Obama-sparks-Ozempic-rumors-flaunting-slender-frame.html,dailymail.co.uk
14381,https://www.dailymail.co.uk/news/article-15324229/Jamie-Rebekah-Vardys-Italian-villa-raided-thieves-make-valuables-worth-80-000.html,dailymail.co.uk
14382,https://www.dailymail.co.uk/snapchat/article-15324227/Thomas-Brodie-Sangster-reunites-Martine-McCutcheon-recreate-Love-Actually-fun-festive-ad.html,dailymail.co.uk
14383,https://www.dailymail.co.uk/wires/pa/article-15324225/GB-gambling-industry-makes-16-8bn-year-March--7-3.html,dailymail.co.uk
14384,https://www.dailymail.co.uk/wires/pa/article-15324223/Matthijs-Ligt-wants-response-Man-Utd-really-bad-Everton-defeat.html,dailymail.co.uk
14385,https://www.dailymail.co.uk/snapchat/article-15324221/Ariana-Grande-reveals-tricky-start-fame-playing-Glinda-healing.html,dailymail.co.uk
14386,https://www.dailymail.co.uk/wires/pa/article-15324213/Father-Ted-writer-Graham-Linehan-cleared-harassing-transgender-activist.html,dailymail.co.uk
14387,https://www.dailymail.co.uk/galleries/article-15324211/J-Lo-delivers-risque-performance-Indian-billionaires-wedding.html,dailymail.co.uk
14388,https://www.dailymail.co.uk/wires/pa/article-15324201/Most-Britons-say-Andrew-evidence-US-Congress-Epstein--poll.html,dailymail.co.uk
14389,https://www.dailymail.co.uk/wires/pa/article-15324199/Bid-rename-Dublin-Airport-former-taoiseach-Sean-Lemass.html,dailymail.co.uk
14390,https://www.dailymail.co.uk/snapchat/article-15324183/Macaulay-Culkin-booed-saying-Die-Hard-not-Christmas-movie.html,dailymail.co.uk
14391,https://www.dailymail.co.uk/wires/pa/article-15324177/Nicky-Henderson-relishing-King-George-test-Jango-Baie.html,dailymail.co.uk
14392,https://www.dailymail.co.uk/sport/football/article-15324173/exjugador-Arsenal-Manchester-City-nombra-delantero-revelacion-Premier-League-Manchester-United-deber-fichar.html,dailymail.co.uk
14393,https://www.dailymail.co.uk/galleries/article-15324171/Trump-appoints-new-FEMA-terminator-latest-bid-clean-house.html,dailymail.co.uk
14394,https://www.dailymail.co.uk/wires/pa/article-15324175/Ministers-Heathrow-s-plan-M25-runway.html,dailymail.co.uk
14395,https://www.dailymail.co.uk/news/article-15324169/Nigel-Farage-says-never-racist-intent-schoolboy.html,dailymail.co.uk
14396,https://www.dailymail.co.uk/news/article-15324167/Harrowing-image-teacher-hooked-wires-fighting-life-hospital-paralysed-jealous-boyfriend-broke-neck-tried-leave-him.html,dailymail.co.uk
14397,https://www.dailymail.co.uk/sport/football/article-15324157/Real-Madrid-civil-war-stars-Xabi-Alonso-named.html,dailymail.co.uk
14398,https://www.dailymail.co.uk/wires/pa/article-15324159/BBC-not-safe-hands-chairman-says-head-culture-committee.html,dailymail.co.uk
14399,https://www.dailymail.co.uk/wires/aap/article-15324153/Connolly-leads-WA-resistance-Shield-draw-SA.html,dailymail.co.uk
14400,https://www.dailymail.co.uk/wires/pa/article-15324155/Michael-Vaughan-says-judgement-time-England-s-decision-makers.html,dailymail.co.uk
14401,https://www.dailymail.co.uk/news/article-15324145/Here-snow-Watch-skier-slopes-Wales.html,dailymail.co.uk
14402,https://www.dailymail.co.uk/money/saving/article-15324143/Cash-Isa-limit-set-slashed-12-000-best-tax-free-accounts-you-open-Budget.html,dailymail.co.uk
14403,https://www.dailymail.co.uk/travel/article-15324137/huge-new-resort-uk-longest-ski-slope-set-open.html,dailymail.co.uk
14404,https://www.dailymail.co.uk/wires/aap/article-15324131/Beach-lifts-City-brink-ACLE-knockouts.html,dailymail.co.uk
14405,https://www.dailymail.co.uk/snapchat/article-15324129/Chris-Hemsworth-fights-tears-grapples-dads-Alzheimers-new-documentary.html,dailymail.co.uk
14406,https://www.dailymail.co.uk/tv/article-15324127/Jack-Osbourne-Ant-Dec-awe-deep-underwater-snakes-Im-Celebritys-Drown-Hatch.html,dailymail.co.uk
14407,https://www.dailymail.co.uk/tvshowbiz/article-15324117/Gemma-Ward-new-look-cleavage.html,dailymail.co.uk
14408,https://www.dailymail.co.uk/news/article-15324111/Nimby-neighbours-demands-noisy-village-Royal-British-Legion-club-sound-door-staff.html,dailymail.co.uk
14409,https://www.dailymail.co.uk/sport/skybet/article-15324099/Champions-League-Sky-Bet.html,dailymail.co.uk
14410,https://www.dailymail.co.uk/news/article-15324097/Google-Maps-blunder-tiny-village-shortcut.html,dailymail.co.uk
14411,https://www.dailymail.co.uk/news/article-15324093/Bullseye-creator-Andrew-Wood-dies.html,dailymail.co.uk
14412,https://www.dailymail.co.uk/news/article-15324083/Reform-UK-surge-reaches-LONDON-poll-shows-Labour-support-diving-amid-Sadiq-Khan-backlash-fears-capital-hammered-mansion-tax.html,dailymail.co.uk
14413,https://www.dailymail.co.uk/money/markets/article-15324081/EasyJet-boss-warns-Reeves-against-passenger-tax-hikes-shares-slump.html,dailymail.co.uk
14414,https://www.dailymail.co.uk/tv/article-15324079/Vogue-Williams-children-Im-Celebrity-bridge-jungle.html,dailymail.co.uk
14415,https://www.dailymail.co.uk/news/article-15324077/Church-pastor-chops-thiefs-hands-machete-teach-not-steal.html,dailymail.co.uk
14416,https://www.dailymail.co.uk/news/article-15324075/Man-suspected-killing-missing-farmer-father-driving-car-brother-taking-life-outbuilding.html,dailymail.co.uk
14417,https://www.dailymail.co.uk/galleries/article-15324073/Poll-Trump-hits-lowest-approval-loses-grip-MAGA-issues.html,dailymail.co.uk
14418,https://www.dailymail.co.uk/wires/afp/article-15324067/Palestinians-fear-new-Israeli-settlement-wreck-town.html,dailymail.co.uk
14419,https://www.dailymail.co.uk/snapchat/article-15324065/Jelly-Roll-surprises-fans-incredible-200lb-weight-loss-NFL-game.html,dailymail.co.uk
14420,https://www.dailymail.co.uk/travel/article-15324063/world-best-solo-travel-destinations-revealed.html,dailymail.co.uk
14421,https://www.dailymail.co.uk/sport/cricket/article-15324057/Mark-Wood-lifts-lid-scenes-England-dressing-room-one-devastating-Ashes-losses-ever.html,dailymail.co.uk
14422,https://www.dailymail.co.uk/snapchat/article-15324055/Jon-Gosselin-seen-pics-splashy-wedding-son-Collin-weighs-absent-siblings.html,dailymail.co.uk
14423,https://www.dailymail.co.uk/travel/article-15324051/uk-learn-countries-single-sex-train-carriages-petition-outrage.html,dailymail.co.uk
14424,https://www.dailymail.co.uk/snapchat/article-15324047/Kim-Kardashians-legal-drama-renewed-second-season-despite-criticism-acting.html,dailymail.co.uk
14425,https://www.dailymail.co.uk/galleries/article-15324041/Canceled-comedian-Louis-C-K-kisses-Hollywood-legends-widow-NYC.html,dailymail.co.uk
14426,https://www.dailymail.co.uk/news/article-15324039/Irish-crime-boss-Gerry-Monk-Hutch-stand-election-Dublin-election.html,dailymail.co.uk
14427,https://www.dailymail.co.uk/tvshowbiz/article-15324035/Pip-Edwards-trim-figure.html,dailymail.co.uk
